Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 21:05:47] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:47] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:47] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo3fQ._LBp29ljI6T3MUSyQI3tIjDoe8KClpBvlbUsJvQpHLA&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:47] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:47] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo5fQ.3c8Uf_gqSzOqpp7jay7RGV7BPx0QidhPxiQB_txp718&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxMH0.lswjGmGrnazLY_Q90z_gqfwpi_FaATAPr4zp8DSk0vo&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo5fQ.3c8Uf_gqSzOqpp7jay7RGV7BPx0QidhPxiQB_txp718&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo5fQ.3c8Uf_gqSzOqpp7jay7RGV7BPx0QidhPxiQB_txp718&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxMX0.h-kK5d4YEdZYAS6NdbgALatGoMlCW998d-rsZvLrR48&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxMn0.nyrYxSqgz9zxUi_0OvDBbDz8B41_NI6ruLUaOFxuLto&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxMX0.h-kK5d4YEdZYAS6NdbgALatGoMlCW998d-rsZvLrR48 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxM30.KkaMxfTClBhSqKFsGKS9-pD4UR5F3CIlO7owh50KDx0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxNH0.SHGZLSoMmRRoLuoxzjBPQQGS08SY0tp8ui7mo0bOnh8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxNn0.RR3NePNIFHMKHQ0oCDH_4Wqctf5S9t-SBYz9Po0fHK8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxN30.us_aMp4gx7cD-FqUz8bCk2cX2aL-X8FeWd9EeppSP58&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjozLCJzZXNzaW9uX2lkIjoxOH0.mDCpKQ7xPecFTSYny5KKS2GAmVnd0YHZyLC5OwdHY3E&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxOX0.n_-jlkQopcg8TxEIfKdxU9T-el8w0t-9O8cEtRyCuGI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyMH0.pdLB3s5yBQCVwTUlQap-pY1E4my0MYfR7zf7rQwI6-w&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyMX0.UCOXCftuDNKwv0P_MBgz4_RPuHuIGWaWnTBYzwzYyiA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoyMn0.dIqxEJ18HeEtlzG6-ljeo4V2U5turuN9L0obP8XpkTM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyM30.vtidH31tJBTSrUDE4DynfWoffLx7dCyoPkt-D59QvZU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoyNH0.qFj-b-EeomdLd3EKcMdNdhtbcBy6u_nTIS2mNeP1t6s&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyNX0.KyQrZ42d-wK-jOULuOoVKH-ZU-1xtfHbS0_vkKu2IKk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoyNn0.Gsdb3N6gjXwMH2xKepsDjGSY4dP5-D28377PyGwk-DM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyN30.C6HWWkVfg237BNcKIbqGZX90aEoWnztpE86YUd1odq4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoyOH0.hZ3_Mjrv5kftirSFGXL1iIUi43rrhG4t8g-73FA_byQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoyOX0.OGrp1lsDkEUPnP6OIRO_fh7PCHh_FLuws4snEqGzXdc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozMH0.M7Ys9VgiSkhumA9nLUYQzYryIFDBREVj2gOiNNvEd04&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozMX0.zF3qxzIOspwPbctKtGgauWmeIXzb7ufIGOIh5CaY--M&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjozMn0.T78inMNRyndhxwvWBrmixKmD76cVOXBMBk3R9pCLJpI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozM30.cqANmhde6kZCkW-pGgAg_4lFPsWcoiqY-3E6nz0whMg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjozNH0.dWTKHHmfBHrCJz126NmpcJg46ltQqOCa6-V-jdyw7Ek&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozNX0.OBu5SO079lXwWHfsnxWeo9Cn8xvhYpFPw6esTnbuwZQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozN30.pwmaMHZpM90SnKJAaVprtGUYWH8Q2BuezsPiefEbiFw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozOH0.lyaBuMhrowkg6ZPaBEqloJbpQ_30PmqlEyaqNMAfEdo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozN30.pwmaMHZpM90SnKJAaVprtGUYWH8Q2BuezsPiefEbiFw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozOH0.lyaBuMhrowkg6ZPaBEqloJbpQ_30PmqlEyaqNMAfEdo&u_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozN30.pwmaMHZpM90SnKJAaVprtGUYWH8Q2BuezsPiefEbiFw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjozOX0.T89k9n_3MP88cH7GuBC-aODUbRvAD4HnkhxlcNGrTVU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo0MH0.EpHo9fbTyD3K_FUdrKiiH-aeNMthPv9yUpvVbsqYFoc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjo0MX0.sPVuxi8fqwXHX1yLeCvIFsjnpdFKc9GYwdzmS36qk34&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 21:05:48] "POST /auth/logout/v1 HTTP/1.1" 403 -
